filename	size
wgEncodeAwgTfbsSydhGm12878NfybIggmusUniPk.narrowPeak	13295
wgEncodeAwgTfbsSydhGm12878Nrf1IggmusUniPk.narrowPeak	5683
wgEncodeAwgTfbsSydhGm12878P300IggmusUniPk.narrowPeak	17461
wgEncodeAwgTfbsSydhGm12878P300bUniPk.narrowPeak	6189
wgEncodeAwgTfbsSydhGm12878Pol2IggmusUniPk.narrowPeak	21947
wgEncodeAwgTfbsSydhGm12878Pol2UniPk.narrowPeak	11086
wgEncodeAwgTfbsSydhGm12878Pol2s2IggmusUniPk.narrowPeak	9370
wgEncodeAwgTfbsSydhGm12878Pol3UniPk.narrowPeak	211
wgEncodeAwgTfbsSydhGm12878Rad21IggrabUniPk.narrowPeak	33085
wgEncodeAwgTfbsSydhGm12878Rfx5200401194IggmusUniPk.narrowPeak	4341
wgEncodeAwgTfbsSydhGm12878Sin3anb6001263IggmusUniPk.narrowPeak	10392
wgEncodeAwgTfbsSydhGm12878Smc3ab9263IggmusUniPk.narrowPeak	30517
wgEncodeAwgTfbsSydhGm12878Stat1UniPk.narrowPeak	1769
